epoch (ms),time (06:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601970721872,2020-10-06T10:52:01.872,38.700,0.085,-0.039,1.013
1601970721892,2020-10-06T10:52:01.892,38.720,0.090,-0.039,1.019
1601970721912,2020-10-06T10:52:01.912,38.740,0.079,-0.036,1.017
1601970721932,2020-10-06T10:52:01.932,38.760,0.067,-0.035,1.010
1601970721952,2020-10-06T10:52:01.952,38.780,0.075,-0.037,1.014
1601970721972,2020-10-06T10:52:01.972,38.800,0.082,-0.036,1.018
1601970721992,2020-10-06T10:52:01.992,38.820,0.081,-0.037,1.018
1601970722012,2020-10-06T10:52:02.012,38.840,0.082,-0.037,1.015
1601970722032,2020-10-06T10:52:02.032,38.860,0.077,-0.036,1.017
1601970722052,2020-10-06T10:52:02.052,38.880,0.073,-0.036,1.015
1601970722072,2020-10-06T10:52:02.072,38.900,0.079,-0.037,1.015
1601970722092,2020-10-06T10:52:02.092,38.920,0.086,-0.039,1.016
1601970722112,2020-10-06T10:52:02.112,38.940,0.082,-0.038,1.016
1601970722132,2020-10-06T10:52:02.132,38.960,0.072,-0.035,1.014
1601970722152,2020-10-06T10:52:02.152,38.980,0.073,-0.037,1.013
1601970722172,2020-10-06T10:52:02.172,39.000,0.086,-0.038,1.015
1601970722192,2020-10-06T10:52:02.192,39.020,0.086,-0.039,1.018
1601970722212,2020-10-06T10:52:02.212,39.040,0.075,-0.036,1.016
1601970722232,2020-10-06T10:52:02.232,39.060,0.074,-0.035,1.014
1601970722252,2020-10-06T10:52:02.252,39.080,0.081,-0.036,1.014
1601970722272,2020-10-06T10:52:02.272,39.100,0.080,-0.038,1.015
1601970722292,2020-10-06T10:52:02.292,39.120,0.077,-0.038,1.012
1601970722312,2020-10-06T10:52:02.312,39.140,0.080,-0.037,1.016
1601970722332,2020-10-06T10:52:02.332,39.160,0.082,-0.036,1.015
1601970722352,2020-10-06T10:52:02.352,39.180,0.080,-0.038,1.015
1601970722372,2020-10-06T10:52:02.372,39.200,0.077,-0.036,1.015
1601970722392,2020-10-06T10:52:02.392,39.220,0.077,-0.036,1.014
1601970722412,2020-10-06T10:52:02.412,39.240,0.080,-0.037,1.016
1601970722432,2020-10-06T10:52:02.432,39.260,0.082,-0.039,1.017
1601970722452,2020-10-06T10:52:02.452,39.280,0.081,-0.036,1.015
1601970722472,2020-10-06T10:52:02.472,39.300,0.078,-0.036,1.014
1601970722492,2020-10-06T10:52:02.492,39.320,0.078,-0.036,1.015
1601970722512,2020-10-06T10:52:02.512,39.340,0.082,-0.037,1.016
1601970722532,2020-10-06T10:52:02.532,39.360,0.080,-0.037,1.013
1601970722552,2020-10-06T10:52:02.552,39.380,0.075,-0.038,1.012
1601970722572,2020-10-06T10:52:02.572,39.400,0.078,-0.037,1.014
1601970722592,2020-10-06T10:52:02.592,39.420,0.083,-0.038,1.017
1601970722612,2020-10-06T10:52:02.612,39.440,0.079,-0.035,1.016
1601970722632,2020-10-06T10:52:02.632,39.460,0.074,-0.036,1.014
1601970722652,2020-10-06T10:52:02.652,39.480,0.078,-0.037,1.015
1601970722672,2020-10-06T10:52:02.672,39.500,0.086,-0.035,1.021
1601970722692,2020-10-06T10:52:02.692,39.520,0.081,-0.034,1.019
1601970722712,2020-10-06T10:52:02.712,39.540,0.068,-0.035,1.014
1601970722732,2020-10-06T10:52:02.732,39.560,0.071,-0.037,1.009
1601970722752,2020-10-06T10:52:02.752,39.580,0.082,-0.037,1.014
1601970722772,2020-10-06T10:52:02.772,39.600,0.084,-0.038,1.015
1601970722792,2020-10-06T10:52:02.792,39.620,0.076,-0.036,1.015
1601970722812,2020-10-06T10:52:02.812,39.640,0.073,-0.035,1.012
1601970722832,2020-10-06T10:52:02.832,39.660,0.078,-0.035,1.012
1601970722852,2020-10-06T10:52:02.852,39.680,0.077,-0.036,1.015
1601970722872,2020-10-06T10:52:02.872,39.700,0.079,-0.036,1.019
1601970722892,2020-10-06T10:52:02.892,39.720,0.080,-0.035,1.015
1601970722912,2020-10-06T10:52:02.912,39.740,0.080,-0.036,1.014
1601970722932,2020-10-06T10:52:02.932,39.760,0.075,-0.035,1.018
1601970722952,2020-10-06T10:52:02.952,39.780,0.076,-0.035,1.015
1601970722972,2020-10-06T10:52:02.972,39.800,0.088,-0.037,1.015
1601970722992,2020-10-06T10:52:02.992,39.820,0.085,-0.036,1.016
1601970723012,2020-10-06T10:52:03.012,39.840,0.075,-0.034,1.012
1601970723032,2020-10-06T10:52:03.032,39.860,0.075,-0.036,1.014
1601970723052,2020-10-06T10:52:03.052,39.880,0.083,-0.038,1.018
1601970723072,2020-10-06T10:52:03.072,39.900,0.083,-0.038,1.017
1601970723092,2020-10-06T10:52:03.092,39.920,0.073,-0.035,1.015
1601970723112,2020-10-06T10:52:03.112,39.940,0.074,-0.035,1.015
1601970723132,2020-10-06T10:52:03.132,39.960,0.079,-0.034,1.015
1601970723152,2020-10-06T10:52:03.152,39.980,0.079,-0.036,1.014
1601970723172,2020-10-06T10:52:03.172,40.000,0.079,-0.037,1.016
1601970723192,2020-10-06T10:52:03.192,40.020,0.079,-0.037,1.016
1601970723212,2020-10-06T10:52:03.212,40.040,0.076,-0.035,1.015
1601970723232,2020-10-06T10:52:03.232,40.060,0.075,-0.034,1.013
1601970723252,2020-10-06T10:52:03.252,40.080,0.078,-0.037,1.014
1601970723272,2020-10-06T10:52:03.272,40.100,0.079,-0.037,1.016
1601970723292,2020-10-06T10:52:03.292,40.120,0.079,-0.035,1.016
1601970723312,2020-10-06T10:52:03.312,40.140,0.081,-0.035,1.016
1601970723332,2020-10-06T10:52:03.332,40.160,0.081,-0.036,1.017
1601970723352,2020-10-06T10:52:03.352,40.180,0.075,-0.035,1.013
1601970723372,2020-10-06T10:52:03.372,40.200,0.074,-0.036,1.012
1601970723392,2020-10-06T10:52:03.392,40.220,0.079,-0.037,1.016
1601970723412,2020-10-06T10:52:03.412,40.240,0.082,-0.037,1.017
1601970723432,2020-10-06T10:52:03.432,40.260,0.079,-0.037,1.016
1601970723452,2020-10-06T10:52:03.452,40.280,0.074,-0.035,1.015
1601970723472,2020-10-06T10:52:03.472,40.300,0.076,-0.036,1.015
1601970723492,2020-10-06T10:52:03.492,40.320,0.083,-0.035,1.019
1601970723512,2020-10-06T10:52:03.512,40.340,0.081,-0.033,1.019
1601970723532,2020-10-06T10:52:03.532,40.360,0.071,-0.033,1.013
1601970723552,2020-10-06T10:52:03.552,40.380,0.072,-0.035,1.009
1601970723572,2020-10-06T10:52:03.572,40.400,0.085,-0.037,1.017
1601970723592,2020-10-06T10:52:03.592,40.420,0.088,-0.038,1.020
1601970723612,2020-10-06T10:52:03.612,40.440,0.079,-0.035,1.017
1601970723632,2020-10-06T10:52:03.632,40.460,0.072,-0.034,1.014
1601970723652,2020-10-06T10:52:03.652,40.480,0.077,-0.035,1.011
1601970723672,2020-10-06T10:52:03.672,40.500,0.081,-0.036,1.014
1601970723692,2020-10-06T10:52:03.692,40.520,0.081,-0.036,1.014
1601970723712,2020-10-06T10:52:03.712,40.540,0.083,-0.036,1.014
1601970723732,2020-10-06T10:52:03.732,40.560,0.084,-0.037,1.016
1601970723752,2020-10-06T10:52:03.752,40.580,0.076,-0.038,1.015
1601970723772,2020-10-06T10:52:03.772,40.600,0.073,-0.035,1.014
1601970723792,2020-10-06T10:52:03.792,40.620,0.077,-0.034,1.013
1601970723812,2020-10-06T10:52:03.812,40.640,0.085,-0.037,1.013
1601970723832,2020-10-06T10:52:03.832,40.660,0.080,-0.040,1.016
1601970723852,2020-10-06T10:52:03.852,40.680,0.069,-0.035,1.015
1601970723872,2020-10-06T10:52:03.872,40.700,0.076,-0.034,1.015
1601970723892,2020-10-06T10:52:03.892,40.720,0.090,-0.037,1.017
1601970723912,2020-10-06T10:52:03.912,40.740,0.082,-0.037,1.014
1601970723932,2020-10-06T10:52:03.932,40.760,0.074,-0.034,1.013
1601970723952,2020-10-06T10:52:03.952,40.780,0.076,-0.033,1.016
1601970723972,2020-10-06T10:52:03.972,40.800,0.081,-0.035,1.018
1601970723992,2020-10-06T10:52:03.992,40.820,0.079,-0.037,1.015
1601970724012,2020-10-06T10:52:04.012,40.840,0.079,-0.034,1.015
1601970724032,2020-10-06T10:52:04.032,40.860,0.083,-0.035,1.015
1601970724052,2020-10-06T10:52:04.052,40.880,0.082,-0.036,1.017
1601970724072,2020-10-06T10:52:04.072,40.900,0.079,-0.037,1.017
1601970724092,2020-10-06T10:52:04.092,40.920,0.078,-0.037,1.014
1601970724112,2020-10-06T10:52:04.112,40.940,0.078,-0.037,1.015
1601970724132,2020-10-06T10:52:04.132,40.960,0.079,-0.035,1.015
1601970724152,2020-10-06T10:52:04.152,40.980,0.079,-0.037,1.014
1601970724172,2020-10-06T10:52:04.172,41.000,0.084,-0.035,1.015
1601970724192,2020-10-06T10:52:04.192,41.020,0.083,-0.036,1.013
1601970724212,2020-10-06T10:52:04.212,41.040,0.076,-0.035,1.014
1601970724232,2020-10-06T10:52:04.232,41.060,0.077,-0.036,1.015
1601970724252,2020-10-06T10:52:04.252,41.080,0.080,-0.038,1.014
1601970724272,2020-10-06T10:52:04.272,41.100,0.086,-0.035,1.019
1601970724292,2020-10-06T10:52:04.292,41.120,0.080,-0.036,1.017
1601970724312,2020-10-06T10:52:04.312,41.140,0.074,-0.036,1.012
1601970724332,2020-10-06T10:52:04.332,41.160,0.079,-0.037,1.012
1601970724352,2020-10-06T10:52:04.352,41.180,0.087,-0.036,1.019
1601970724372,2020-10-06T10:52:04.372,41.200,0.085,-0.035,1.019
1601970724392,2020-10-06T10:52:04.392,41.220,0.079,-0.035,1.016
1601970724412,2020-10-06T10:52:04.412,41.240,0.075,-0.034,1.011
1601970724432,2020-10-06T10:52:04.432,41.260,0.077,-0.037,1.014
1601970724452,2020-10-06T10:52:04.452,41.280,0.083,-0.037,1.017
1601970724472,2020-10-06T10:52:04.472,41.300,0.085,-0.037,1.019
1601970724492,2020-10-06T10:52:04.492,41.320,0.082,-0.035,1.018
1601970724512,2020-10-06T10:52:04.512,41.340,0.079,-0.034,1.014
1601970724532,2020-10-06T10:52:04.532,41.360,0.077,-0.036,1.013
1601970724552,2020-10-06T10:52:04.552,41.380,0.079,-0.036,1.015
1601970724572,2020-10-06T10:52:04.572,41.400,0.084,-0.037,1.015
1601970724592,2020-10-06T10:52:04.592,41.420,0.082,-0.035,1.014
1601970724612,2020-10-06T10:52:04.612,41.440,0.077,-0.035,1.014
1601970724632,2020-10-06T10:52:04.632,41.460,0.077,-0.035,1.016
1601970724652,2020-10-06T10:52:04.652,41.480,0.086,-0.035,1.016
1601970724672,2020-10-06T10:52:04.672,41.500,0.086,-0.038,1.019
1601970724692,2020-10-06T10:52:04.692,41.520,0.080,-0.035,1.017
1601970724712,2020-10-06T10:52:04.712,41.540,0.077,-0.035,1.014
1601970724732,2020-10-06T10:52:04.732,41.560,0.080,-0.038,1.014
1601970724752,2020-10-06T10:52:04.752,41.580,0.079,-0.036,1.015
1601970724772,2020-10-06T10:52:04.772,41.600,0.080,-0.036,1.016
1601970724792,2020-10-06T10:52:04.792,41.620,0.084,-0.037,1.016
1601970724812,2020-10-06T10:52:04.812,41.640,0.083,-0.038,1.014
1601970724832,2020-10-06T10:52:04.832,41.660,0.077,-0.037,1.013
1601970724852,2020-10-06T10:52:04.852,41.680,0.075,-0.036,1.013
1601970724872,2020-10-06T10:52:04.872,41.700,0.083,-0.036,1.014
1601970724892,2020-10-06T10:52:04.892,41.720,0.087,-0.036,1.017
1601970724912,2020-10-06T10:52:04.912,41.740,0.083,-0.038,1.016
1601970724932,2020-10-06T10:52:04.932,41.760,0.078,-0.037,1.016
1601970724952,2020-10-06T10:52:04.952,41.780,0.078,-0.035,1.016
1601970724972,2020-10-06T10:52:04.972,41.800,0.078,-0.037,1.015
1601970724992,2020-10-06T10:52:04.992,41.820,0.077,-0.036,1.014
1601970725012,2020-10-06T10:52:05.012,41.840,0.083,-0.037,1.016
1601970725032,2020-10-06T10:52:05.032,41.860,0.083,-0.037,1.018
1601970725052,2020-10-06T10:52:05.052,41.880,0.077,-0.038,1.012
1601970725072,2020-10-06T10:52:05.072,41.900,0.078,-0.037,1.014
1601970725092,2020-10-06T10:52:05.092,41.920,0.086,-0.036,1.018
1601970725112,2020-10-06T10:52:05.112,41.940,0.086,-0.037,1.020
1601970725132,2020-10-06T10:52:05.132,41.960,0.075,-0.038,1.015
1601970725152,2020-10-06T10:52:05.152,41.980,0.074,-0.038,1.008
1601970725172,2020-10-06T10:52:05.172,42.000,0.083,-0.039,1.015
1601970725192,2020-10-06T10:52:05.192,42.020,0.087,-0.039,1.021
1601970725212,2020-10-06T10:52:05.212,42.040,0.081,-0.038,1.019
1601970725232,2020-10-06T10:52:05.232,42.060,0.075,-0.038,1.012
1601970725252,2020-10-06T10:52:05.252,42.080,0.079,-0.036,1.014
1601970725272,2020-10-06T10:52:05.272,42.100,0.083,-0.036,1.016
1601970725292,2020-10-06T10:52:05.292,42.120,0.080,-0.037,1.015
1601970725312,2020-10-06T10:52:05.312,42.140,0.083,-0.036,1.014
1601970725332,2020-10-06T10:52:05.332,42.160,0.085,-0.037,1.015
1601970725352,2020-10-06T10:52:05.352,42.180,0.075,-0.037,1.017
1601970725372,2020-10-06T10:52:05.372,42.200,0.075,-0.036,1.013
1601970725392,2020-10-06T10:52:05.392,42.220,0.087,-0.038,1.016
1601970725412,2020-10-06T10:52:05.412,42.240,0.088,-0.039,1.018
1601970725432,2020-10-06T10:52:05.432,42.260,0.072,-0.035,1.012
1601970725452,2020-10-06T10:52:05.452,42.280,0.070,-0.034,1.011
1601970725472,2020-10-06T10:52:05.472,42.300,0.084,-0.040,1.015
1601970725492,2020-10-06T10:52:05.492,42.320,0.090,-0.039,1.016
1601970725512,2020-10-06T10:52:05.512,42.340,0.079,-0.035,1.015
1601970725532,2020-10-06T10:52:05.532,42.360,0.073,-0.035,1.016
1601970725552,2020-10-06T10:52:05.552,42.380,0.077,-0.036,1.014
1601970725572,2020-10-06T10:52:05.572,42.400,0.082,-0.038,1.015
1601970725592,2020-10-06T10:52:05.592,42.420,0.081,-0.038,1.016
1601970725612,2020-10-06T10:52:05.612,42.440,0.080,-0.037,1.017
1601970725632,2020-10-06T10:52:05.632,42.460,0.080,-0.036,1.013
1601970725652,2020-10-06T10:52:05.652,42.480,0.079,-0.036,1.013
1601970725672,2020-10-06T10:52:05.672,42.500,0.078,-0.036,1.016
1601970725692,2020-10-06T10:52:05.692,42.520,0.082,-0.037,1.015
1601970725712,2020-10-06T10:52:05.712,42.540,0.083,-0.038,1.014
1601970725732,2020-10-06T10:52:05.732,42.560,0.079,-0.037,1.014
1601970725752,2020-10-06T10:52:05.752,42.580,0.075,-0.036,1.016
1601970725772,2020-10-06T10:52:05.772,42.600,0.078,-0.036,1.015
1601970725792,2020-10-06T10:52:05.792,42.620,0.084,-0.036,1.016
1601970725812,2020-10-06T10:52:05.812,42.640,0.083,-0.038,1.015
1601970725832,2020-10-06T10:52:05.832,42.660,0.080,-0.036,1.014
1601970725852,2020-10-06T10:52:05.852,42.680,0.078,-0.036,1.014
1601970725872,2020-10-06T10:52:05.872,42.700,0.079,-0.036,1.013
1601970725892,2020-10-06T10:52:05.892,42.720,0.078,-0.035,1.015
1601970725912,2020-10-06T10:52:05.912,42.740,0.078,-0.035,1.017
1601970725932,2020-10-06T10:52:05.932,42.760,0.080,-0.039,1.014
1601970725952,2020-10-06T10:52:05.952,42.780,0.082,-0.037,1.012
1601970725972,2020-10-06T10:52:05.972,42.800,0.081,-0.034,1.014
1601970725992,2020-10-06T10:52:05.992,42.820,0.079,-0.035,1.018
1601970726012,2020-10-06T10:52:06.012,42.840,0.077,-0.037,1.014
1601970726032,2020-10-06T10:52:06.032,42.860,0.077,-0.037,1.011
1601970726052,2020-10-06T10:52:06.052,42.880,0.083,-0.040,1.014
1601970726072,2020-10-06T10:52:06.072,42.900,0.086,-0.037,1.017
1601970726092,2020-10-06T10:52:06.092,42.920,0.079,-0.034,1.015
1601970726112,2020-10-06T10:52:06.112,42.940,0.074,-0.038,1.013
1601970726132,2020-10-06T10:52:06.132,42.960,0.075,-0.037,1.014
1601970726152,2020-10-06T10:52:06.152,42.980,0.080,-0.036,1.017
1601970726172,2020-10-06T10:52:06.172,43.000,0.083,-0.036,1.019
1601970726192,2020-10-06T10:52:06.192,43.020,0.083,-0.037,1.018
1601970726212,2020-10-06T10:52:06.212,43.040,0.079,-0.037,1.018
1601970726232,2020-10-06T10:52:06.232,43.060,0.076,-0.037,1.014
1601970726252,2020-10-06T10:52:06.252,43.080,0.079,-0.037,1.012
1601970726272,2020-10-06T10:52:06.272,43.100,0.082,-0.036,1.017
1601970726292,2020-10-06T10:52:06.292,43.120,0.081,-0.035,1.017
1601970726312,2020-10-06T10:52:06.312,43.140,0.078,-0.035,1.013
1601970726332,2020-10-06T10:52:06.332,43.160,0.078,-0.036,1.015
1601970726352,2020-10-06T10:52:06.352,43.180,0.085,-0.038,1.017
1601970726372,2020-10-06T10:52:06.372,43.200,0.083,-0.038,1.017
1601970726392,2020-10-06T10:52:06.392,43.220,0.077,-0.036,1.015
1601970726412,2020-10-06T10:52:06.412,43.240,0.075,-0.035,1.016
1601970726432,2020-10-06T10:52:06.432,43.260,0.084,-0.038,1.014
1601970726452,2020-10-06T10:52:06.452,43.280,0.084,-0.038,1.017
1601970726472,2020-10-06T10:52:06.472,43.300,0.079,-0.037,1.015
1601970726492,2020-10-06T10:52:06.492,43.320,0.077,-0.036,1.013
1601970726512,2020-10-06T10:52:06.512,43.340,0.080,-0.037,1.015
1601970726532,2020-10-06T10:52:06.532,43.360,0.082,-0.036,1.014
1601970726552,2020-10-06T10:52:06.552,43.380,0.079,-0.036,1.015
1601970726572,2020-10-06T10:52:06.572,43.400,0.080,-0.038,1.016
1601970726592,2020-10-06T10:52:06.592,43.420,0.084,-0.036,1.017
1601970726612,2020-10-06T10:52:06.612,43.440,0.085,-0.037,1.016
1601970726632,2020-10-06T10:52:06.632,43.460,0.079,-0.037,1.015
1601970726652,2020-10-06T10:52:06.652,43.480,0.078,-0.037,1.016
1601970726672,2020-10-06T10:52:06.672,43.500,0.079,-0.037,1.015
1601970726692,2020-10-06T10:52:06.692,43.520,0.083,-0.038,1.016
1601970726712,2020-10-06T10:52:06.712,43.540,0.083,-0.038,1.017
1601970726732,2020-10-06T10:52:06.732,43.560,0.081,-0.036,1.013
1601970726752,2020-10-06T10:52:06.752,43.580,0.079,-0.037,1.013
1601970726772,2020-10-06T10:52:06.772,43.600,0.082,-0.037,1.016
1601970726792,2020-10-06T10:52:06.792,43.620,0.084,-0.036,1.020
1601970726812,2020-10-06T10:52:06.812,43.640,0.081,-0.035,1.019
1601970726832,2020-10-06T10:52:06.832,43.660,0.072,-0.036,1.011
1601970726852,2020-10-06T10:52:06.852,43.680,0.077,-0.038,1.010
1601970726872,2020-10-06T10:52:06.872,43.700,0.088,-0.040,1.017
1601970726892,2020-10-06T10:52:06.892,43.720,0.091,-0.037,1.021
1601970726912,2020-10-06T10:52:06.912,43.740,0.083,-0.036,1.014
1601970726932,2020-10-06T10:52:06.932,43.760,0.073,-0.036,1.010
1601970726952,2020-10-06T10:52:06.952,43.780,0.074,-0.036,1.013
1601970726972,2020-10-06T10:52:06.972,43.800,0.080,-0.036,1.016
1601970726992,2020-10-06T10:52:06.992,43.820,0.080,-0.037,1.015
1601970727012,2020-10-06T10:52:07.012,43.840,0.082,-0.037,1.014
1601970727032,2020-10-06T10:52:07.032,43.860,0.085,-0.037,1.015
1601970727052,2020-10-06T10:52:07.052,43.880,0.078,-0.034,1.016
1601970727072,2020-10-06T10:52:07.072,43.900,0.073,-0.034,1.014
1601970727092,2020-10-06T10:52:07.092,43.920,0.083,-0.036,1.014
1601970727112,2020-10-06T10:52:07.112,43.940,0.086,-0.037,1.018
1601970727132,2020-10-06T10:52:07.132,43.960,0.082,-0.036,1.016
1601970727152,2020-10-06T10:52:07.152,43.980,0.072,-0.035,1.016
1601970727172,2020-10-06T10:52:07.172,44.000,0.082,-0.037,1.014
1601970727192,2020-10-06T10:52:07.192,44.020,0.087,-0.038,1.017
1601970727212,2020-10-06T10:52:07.212,44.040,0.083,-0.037,1.016
1601970727232,2020-10-06T10:52:07.232,44.060,0.077,-0.034,1.017
1601970727252,2020-10-06T10:52:07.252,44.080,0.080,-0.035,1.016
1601970727272,2020-10-06T10:52:07.272,44.100,0.083,-0.037,1.016
1601970727292,2020-10-06T10:52:07.292,44.120,0.082,-0.037,1.017
1601970727312,2020-10-06T10:52:07.312,44.140,0.081,-0.036,1.014
1601970727332,2020-10-06T10:52:07.332,44.160,0.081,-0.036,1.015
1601970727352,2020-10-06T10:52:07.352,44.180,0.082,-0.037,1.015
1601970727372,2020-10-06T10:52:07.372,44.200,0.083,-0.038,1.014
1601970727392,2020-10-06T10:52:07.392,44.220,0.081,-0.037,1.014
1601970727412,2020-10-06T10:52:07.412,44.240,0.082,-0.036,1.016
1601970727432,2020-10-06T10:52:07.432,44.260,0.083,-0.038,1.014
1601970727452,2020-10-06T10:52:07.452,44.280,0.083,-0.037,1.014
1601970727472,2020-10-06T10:52:07.472,44.300,0.081,-0.037,1.011
1601970727492,2020-10-06T10:52:07.492,44.320,0.082,-0.036,1.016
1601970727512,2020-10-06T10:52:07.512,44.340,0.082,-0.035,1.015
1601970727532,2020-10-06T10:52:07.532,44.360,0.079,-0.037,1.013
1601970727552,2020-10-06T10:52:07.552,44.380,0.083,-0.037,1.014
1601970727572,2020-10-06T10:52:07.572,44.400,0.083,-0.035,1.016
1601970727592,2020-10-06T10:52:07.592,44.420,0.078,-0.034,1.017
1601970727612,2020-10-06T10:52:07.612,44.440,0.076,-0.036,1.013
1601970727632,2020-10-06T10:52:07.632,44.460,0.083,-0.038,1.011
1601970727652,2020-10-06T10:52:07.652,44.480,0.089,-0.039,1.015
1601970727672,2020-10-06T10:52:07.672,44.500,0.088,-0.037,1.017
1601970727692,2020-10-06T10:52:07.692,44.520,0.079,-0.035,1.014
1601970727712,2020-10-06T10:52:07.712,44.540,0.075,-0.036,1.013
1601970727732,2020-10-06T10:52:07.732,44.560,0.081,-0.036,1.012
1601970727752,2020-10-06T10:52:07.752,44.580,0.086,-0.037,1.014
1601970727772,2020-10-06T10:52:07.772,44.600,0.089,-0.039,1.015
1601970727792,2020-10-06T10:52:07.792,44.620,0.084,-0.037,1.015
1601970727812,2020-10-06T10:52:07.812,44.640,0.080,-0.037,1.016
1601970727832,2020-10-06T10:52:07.832,44.660,0.079,-0.036,1.014
1601970727852,2020-10-06T10:52:07.852,44.680,0.083,-0.036,1.014
1601970727872,2020-10-06T10:52:07.872,44.700,0.086,-0.039,1.015
1601970727892,2020-10-06T10:52:07.892,44.720,0.083,-0.037,1.016
1601970727912,2020-10-06T10:52:07.912,44.740,0.077,-0.036,1.012
1601970727932,2020-10-06T10:52:07.932,44.760,0.081,-0.037,1.013
1601970727952,2020-10-06T10:52:07.952,44.780,0.090,-0.038,1.015
1601970727972,2020-10-06T10:52:07.972,44.800,0.088,-0.036,1.014
1601970727992,2020-10-06T10:52:07.992,44.820,0.079,-0.036,1.018
1601970728012,2020-10-06T10:52:08.012,44.840,0.079,-0.037,1.013
1601970728032,2020-10-06T10:52:08.032,44.860,0.083,-0.038,1.013
1601970728052,2020-10-06T10:52:08.052,44.880,0.084,-0.039,1.015
1601970728072,2020-10-06T10:52:08.072,44.900,0.079,-0.036,1.015
1601970728092,2020-10-06T10:52:08.092,44.920,0.082,-0.036,1.015
1601970728112,2020-10-06T10:52:08.112,44.940,0.084,-0.038,1.015
1601970728132,2020-10-06T10:52:08.132,44.960,0.083,-0.037,1.015
1601970728152,2020-10-06T10:52:08.152,44.980,0.081,-0.037,1.013
1601970728172,2020-10-06T10:52:08.172,45.000,0.083,-0.038,1.014
1601970728192,2020-10-06T10:52:08.192,45.020,0.085,-0.038,1.015
1601970728212,2020-10-06T10:52:08.212,45.040,0.083,-0.035,1.016
1601970728232,2020-10-06T10:52:08.232,45.060,0.083,-0.037,1.015
1601970728252,2020-10-06T10:52:08.252,45.080,0.082,-0.039,1.014
1601970728272,2020-10-06T10:52:08.272,45.100,0.080,-0.039,1.012
1601970728292,2020-10-06T10:52:08.292,45.120,0.084,-0.038,1.014
1601970728312,2020-10-06T10:52:08.312,45.140,0.087,-0.037,1.016
1601970728332,2020-10-06T10:52:08.332,45.160,0.089,-0.037,1.018
1601970728352,2020-10-06T10:52:08.352,45.180,0.083,-0.038,1.015
1601970728372,2020-10-06T10:52:08.372,45.200,0.079,-0.037,1.014
1601970728392,2020-10-06T10:52:08.392,45.220,0.080,-0.035,1.014
1601970728412,2020-10-06T10:52:08.412,45.240,0.089,-0.036,1.020
1601970728432,2020-10-06T10:52:08.432,45.260,0.084,-0.035,1.020
1601970728452,2020-10-06T10:52:08.452,45.280,0.071,-0.032,1.011
1601970728472,2020-10-06T10:52:08.472,45.300,0.074,-0.034,1.010
1601970728492,2020-10-06T10:52:08.492,45.320,0.088,-0.037,1.017
1601970728512,2020-10-06T10:52:08.512,45.340,0.094,-0.040,1.020
1601970728532,2020-10-06T10:52:08.532,45.360,0.082,-0.039,1.015
1601970728552,2020-10-06T10:52:08.552,45.380,0.073,-0.033,1.013
1601970728572,2020-10-06T10:52:08.572,45.400,0.073,-0.032,1.012
1601970728592,2020-10-06T10:52:08.592,45.420,0.079,-0.036,1.014
